line_id,line,noun_phrase
36755,"Hear him but reason in divinity,",reason
36755,"Hear him but reason in divinity,",divinity
36756,And all-admiring with an inward wish,an inward wish
36757,You would desire the king were made a prelate:,You
36757,You would desire the king were made a prelate:,the king
36757,You would desire the king were made a prelate:,a prelate
36758,"Hear him debate of commonwealth affairs,",him
36758,"Hear him debate of commonwealth affairs,",commonwealth affairs
36759,You would say it hath been all in all his study:,You
36759,You would say it hath been all in all his study:,it
36759,You would say it hath been all in all his study:,all
36759,You would say it hath been all in all his study:,all his study
36760,"List his discourse of war, and you shall hear",his discourse
36760,"List his discourse of war, and you shall hear",war
36760,"List his discourse of war, and you shall hear",you
36761,A fearful battle render'd you in music:,A fearful battle
36761,A fearful battle render'd you in music:,you
36761,A fearful battle render'd you in music:,music
36762,"Turn him to any cause of policy,",him
36762,"Turn him to any cause of policy,",any cause
36762,"Turn him to any cause of policy,",policy
36763,"The Gordian knot of it he will unloose,",The Gordian knot
36763,"The Gordian knot of it he will unloose,",it
36763,"The Gordian knot of it he will unloose,",he
36764,"Familiar as his garter: that, when he speaks,",his garter
36764,"Familiar as his garter: that, when he speaks,",he
36765,"The air, a charter'd libertine, is still,",The air
36765,"The air, a charter'd libertine, is still,",a charter'd libertine
36766,"And the mute wonder lurketh in men's ears,",the mute wonder
36766,"And the mute wonder lurketh in men's ears,",men's ears
36767,"To steal his sweet and honey'd sentences,",his sweet and honey'd sentences
36768,So that the art and practic part of life,part
36768,So that the art and practic part of life,life
36769,Must be the mistress to this theoric:,the mistress
36769,Must be the mistress to this theoric:,this theoric
36770,"Which is a wonder how his grace should glean it,",Which
36770,"Which is a wonder how his grace should glean it,",a wonder
36770,"Which is a wonder how his grace should glean it,",his grace
36770,"Which is a wonder how his grace should glean it,",it
36771,"Since his addiction was to courses vain,",his addiction
36771,"Since his addiction was to courses vain,",courses
36772,"His companies unletter'd, rude and shallow,",His companies
36772,"His companies unletter'd, rude and shallow,",unletter'd
36773,"His hours fill'd up with riots, banquets, sports,",His hours
36773,"His hours fill'd up with riots, banquets, sports,",riots
36773,"His hours fill'd up with riots, banquets, sports,",banquets
36773,"His hours fill'd up with riots, banquets, sports,",sports
36774,"And never noted in him any study,",him
36774,"And never noted in him any study,",any study
36775,"Any retirement, any sequestration",Any retirement
36775,"Any retirement, any sequestration",any sequestration
36776,From open haunts and popularity.,open haunts
36776,From open haunts and popularity.,popularity
36777,The strawberry grows underneath the nettle,The strawberry
36778,And wholesome berries thrive and ripen best,wholesome berries
36779,Neighbour'd by fruit of baser quality:,Neighbour'd
36779,Neighbour'd by fruit of baser quality:,fruit
36779,Neighbour'd by fruit of baser quality:,baser quality
36780,And so the prince obscured his contemplation,the prince
36780,And so the prince obscured his contemplation,his contemplation
36781,"Under the veil of wildness, which, no doubt,",the veil
36781,"Under the veil of wildness, which, no doubt,",wildness
36782,"Grew like the summer grass, fastest by night,",the summer grass
36782,"Grew like the summer grass, fastest by night,",night
36783,"Unseen, yet crescive in his faculty.",his faculty
36784,"It must be so, for miracles are ceased,",It
36784,"It must be so, for miracles are ceased,",miracles
36785,And therefore we must needs admit the means,we
36785,And therefore we must needs admit the means,the means
36786,How things are perfected.,things
36787,"But, my good lord,","But, my good lord"
36788,How now for mitigation of this bill,mitigation
36788,How now for mitigation of this bill,this bill
36789,Urged by the commons? Doth his majesty,the commons
36789,Urged by the commons? Doth his majesty,Doth
36789,Urged by the commons? Doth his majesty,his majesty
36790,"Incline to it, or no?",it
36791,"He seems indifferent,",He
36792,Or rather swaying more upon our part,our part
36793,"Than cherishing the exhibiters against us,",the exhibiters
36793,"Than cherishing the exhibiters against us,",us
36794,"For I have made an offer to his majesty,",I
36794,"For I have made an offer to his majesty,",an offer
36794,"For I have made an offer to his majesty,",his majesty
36795,Upon our spiritual convocation,our spiritual convocation
36796,"And in regard of causes now in hand,",regard
36796,"And in regard of causes now in hand,",causes
36796,"And in regard of causes now in hand,",hand
36797,"Which I have open'd to his grace at large,",Which
36797,"Which I have open'd to his grace at large,",I
36797,"Which I have open'd to his grace at large,",his grace
36798,"As touching France, to give a greater sum",France
36798,"As touching France, to give a greater sum",a greater sum
36799,Than ever at one time the clergy yet,one time
36799,Than ever at one time the clergy yet,the clergy
36800,Did to his predecessors part withal.,his predecessors
36800,Did to his predecessors part withal.,part withal
36801,"How did this offer seem received, my lord?",this offer
36802,"With good acceptance of his majesty,",good acceptance
36802,"With good acceptance of his majesty,",his majesty
36803,"Save that there was not time enough to hear,",time
36804,"As I perceived his grace would fain have done,",I
36804,"As I perceived his grace would fain have done,",his grace
36805,The severals and unhidden passages,The severals
36805,The severals and unhidden passages,unhidden passages
36806,Of his true titles to some certain dukedoms,his true titles
36806,Of his true titles to some certain dukedoms,some certain dukedoms
36807,And generally to the crown and seat of France,the crown
36807,And generally to the crown and seat of France,seat
36807,And generally to the crown and seat of France,France
36808,"Derived from Edward, his great-grandfather.",Edward
36809,What was the impediment that broke this off?,What
36809,What was the impediment that broke this off?,the impediment
36809,What was the impediment that broke this off?,that
36809,What was the impediment that broke this off?,this
36810,The French ambassador upon that instant,The French ambassador
36810,The French ambassador upon that instant,that instant
36811,"Craved audience, and the hour, I think, is come",I
36812,To give him hearing: is it four o'clock?,him
36812,To give him hearing: is it four o'clock?,hearing
36812,To give him hearing: is it four o'clock?,it
36812,To give him hearing: is it four o'clock?,four o'clock
36813,It is.,It
36814,"Then go we in, to know his embassy,",we
36814,"Then go we in, to know his embassy,",his embassy
36815,"Which I could with a ready guess declare,",Which
36815,"Which I could with a ready guess declare,",I
36815,"Which I could with a ready guess declare,",a ready guess declare
36816,Before the Frenchman speak a word of it.,the Frenchman
36816,Before the Frenchman speak a word of it.,a word
36816,Before the Frenchman speak a word of it.,it
36817,"I'll wait upon you, and I long to hear it.",I
36817,"I'll wait upon you, and I long to hear it.",you
36817,"I'll wait upon you, and I long to hear it.",I
36817,"I'll wait upon you, and I long to hear it.",it
36818,Exeunt,Exeunt
36819,SCENE II. The same. The Presence chamber.,SCENE II
36819,SCENE II. The same. The Presence chamber.,The Presence chamber
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",KING HENRY V
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",GLOUCESTER
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",BEDFORD
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",EXETER
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",WARWICK
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",WESTMORELAND
36820,"Enter KING HENRY V, GLOUCESTER, BEDFORD, EXETER, WARWICK, WESTMORELAND, and Attendants",Attendants
36821,Where is my gracious Lord of Canterbury?,my gracious Lord
36821,Where is my gracious Lord of Canterbury?,Canterbury
36822,Not here in presence.,presence
36823,"Send for him, good uncle.",him
36824,"Shall we call in the ambassador, my liege?",we
36824,"Shall we call in the ambassador, my liege?",the ambassador
36824,"Shall we call in the ambassador, my liege?",my liege
36825,"Not yet, my cousin: we would be resolved,",my cousin
36825,"Not yet, my cousin: we would be resolved,",we
36826,"Before we hear him, of some things of weight",we
36826,"Before we hear him, of some things of weight",him
36826,"Before we hear him, of some things of weight",some things
36826,"Before we hear him, of some things of weight",weight
36827,"That task our thoughts, concerning us and France.",That task
36827,"That task our thoughts, concerning us and France.",our thoughts
36827,"That task our thoughts, concerning us and France.",us
36827,"That task our thoughts, concerning us and France.",France
36828,"Enter the ARCHBISHOP OF CANTERBURY, and the BISHOP of ELY",the ARCHBISHOP
36828,"Enter the ARCHBISHOP OF CANTERBURY, and the BISHOP of ELY",CANTERBURY
36828,"Enter the ARCHBISHOP OF CANTERBURY, and the BISHOP of ELY",the BISHOP
36828,"Enter the ARCHBISHOP OF CANTERBURY, and the BISHOP of ELY",ELY
36829,God and his angels guard your sacred throne,God
36829,God and his angels guard your sacred throne,his angels
36829,God and his angels guard your sacred throne,your sacred throne
36830,And make you long become it!,you
36830,And make you long become it!,it
36831,"Sure, we thank you.",we
36831,"Sure, we thank you.",you
36832,"My learned lord, we pray you to proceed",we
36832,"My learned lord, we pray you to proceed",you
36834,Why the law Salique that they have in France,Why the law
36834,Why the law Salique that they have in France,Salique
36834,Why the law Salique that they have in France,they
36834,Why the law Salique that they have in France,France
36835,"Or should, or should not, bar us in our claim:",us
36835,"Or should, or should not, bar us in our claim:",our claim
36836,"And God forbid, my dear and faithful lord,",God
36837,"That you should fashion, wrest, or bow your reading,",you
36837,"That you should fashion, wrest, or bow your reading,",your reading
36838,Or nicely charge your understanding soul,your understanding soul
36839,"With opening titles miscreate, whose right",titles miscreate
36839,"With opening titles miscreate, whose right",whose right
